,year,state_orig,state_dest,sctg2,sctg2_description,value,state_orig_gdp,state_dest_gdp,name_state_orig,name_state_dest,orig_per_capita_2012,orig_per_capita_2017,orig_pop_2012,orig_pop_2017,dest_per_capita_2012,dest_per_capita_2017,dest_pop_2012,dest_pop_2017
8411,2012,IL,ME,6,Milled grain products and preparations and bakery products,24.64,5911.13,828.62,Illinois,Maine,52141,55102,12567900,12496600,37727,39521,1292600,1300200
8412,2012,IL,ME,7,Other prepared foodstuffs and preparations,17.12,5911.13,828.62,Illinois,Maine,52141,55102,12567900,12496600,37727,39521,1292600,1300200
8413,2017,IL,ME,3,"Agricultural products (excl. feed, grains, and forage)",0.61,5945.18,832.01,Illinois,Maine,52141,55102,12567900,12496600,37727,39521,1292600,1300200
8414,2017,IL,ME,6,Milled grain products and preparations and bakery products,25.66,5945.18,832.01,Illinois,Maine,52141,55102,12567900,12496600,37727,39521,1292600,1300200
8415,2017,IL,ME,7,Other prepared foodstuffs and preparations,17.78,5945.18,832.01,Illinois,Maine,52141,55102,12567900,12496600,37727,39521,1292600,1300200
8416,2012,VA,ME,4,"Animal feed, eggs, honey, other products of animal origin",2.38,1680.19,828.62,Virginia,Maine,51568,52124,7865500,8140700,37727,39521,1292600,1300200
8417,2012,VA,ME,5,"Meat, poultry, fish, seafood, and preparations",5.9,1680.19,828.62,Virginia,Maine,51568,52124,7865500,8140700,37727,39521,1292600,1300200
8418,2012,VA,ME,6,Milled grain products and preparations and bakery products,6.64,1680.19,828.62,Virginia,Maine,51568,52124,7865500,8140700,37727,39521,1292600,1300200
8419,2012,VA,ME,7,Other prepared foodstuffs and preparations,60.94,1680.19,828.62,Virginia,Maine,51568,52124,7865500,8140700,37727,39521,1292600,1300200
8420,2017,VA,ME,4,"Animal feed, eggs, honey, other products of animal origin",2.61,1719.9,832.01,Virginia,Maine,51568,52124,7865500,8140700,37727,39521,1292600,1300200
8421,2017,VA,ME,5,"Meat, poultry, fish, seafood, and preparations",6.04,1719.9,832.01,Virginia,Maine,51568,52124,7865500,8140700,37727,39521,1292600,1300200
8422,2017,VA,ME,6,Milled grain products and preparations and bakery products,6.47,1719.9,832.01,Virginia,Maine,51568,52124,7865500,8140700,37727,39521,1292600,1300200
8423,2017,VA,ME,7,Other prepared foodstuffs and preparations,59.25,1719.9,832.01,Virginia,Maine,51568,52124,7865500,8140700,37727,39521,1292600,1300200
8424,2012,WI,ME,4,"Animal feed, eggs, honey, other products of animal origin",9.18,4945.86,828.62,Wisconsin,Maine,45422,48666,5566100,5643000,37727,39521,1292600,1300200
8425,2012,WI,ME,5,"Meat, poultry, fish, seafood, and preparations",20.25,4945.86,828.62,Wisconsin,Maine,45422,48666,5566100,5643000,37727,39521,1292600,1300200
8426,2012,WI,ME,7,Other prepared foodstuffs and preparations,65.81,4945.86,828.62,Wisconsin,Maine,45422,48666,5566100,5643000,37727,39521,1292600,1300200
8427,2017,WI,ME,4,"Animal feed, eggs, honey, other products of animal origin",10.1,4648.5,832.01,Wisconsin,Maine,45422,48666,5566100,5643000,37727,39521,1292600,1300200
8428,2017,WI,ME,5,"Meat, poultry, fish, seafood, and preparations",22.35,4648.5,832.01,Wisconsin,Maine,45422,48666,5566100,5643000,37727,39521,1292600,1300200
8429,2017,WI,ME,7,Other prepared foodstuffs and preparations,69.0,4648.5,832.01,Wisconsin,Maine,45422,48666,5566100,5643000,37727,39521,1292600,1300200
8430,2012,CA,ME,3,"Agricultural products (excl. feed, grains, and forage)",10.82,34377.93,828.62,California,Maine,52963,60359,37221500,38713900,37727,39521,1292600,1300200
8431,2012,CA,ME,6,Milled grain products and preparations and bakery products,16.93,34377.93,828.62,California,Maine,52963,60359,37221500,38713900,37727,39521,1292600,1300200
8432,2012,CA,ME,7,Other prepared foodstuffs and preparations,136.34,34377.93,828.62,California,Maine,52963,60359,37221500,38713900,37727,39521,1292600,1300200
8433,2017,CA,ME,3,"Agricultural products (excl. feed, grains, and forage)",10.4,39017.4,832.01,California,Maine,52963,60359,37221500,38713900,37727,39521,1292600,1300200
8434,2017,CA,ME,6,Milled grain products and preparations and bakery products,18.01,39017.4,832.01,California,Maine,52963,60359,37221500,38713900,37727,39521,1292600,1300200
8435,2017,CA,ME,7,Other prepared foodstuffs and preparations,144.64,39017.4,832.01,California,Maine,52963,60359,37221500,38713900,37727,39521,1292600,1300200
8436,2012,MO,ME,7,Other prepared foodstuffs and preparations,5.61,3341.06,828.62,Missouri,Maine,41941,43036,5830600,5921300,37727,39521,1292600,1300200
8437,2017,MO,ME,7,Other prepared foodstuffs and preparations,5.55,3330.06,832.01,Missouri,Maine,41941,43036,5830600,5921300,37727,39521,1292600,1300200
8438,2012,MT,ME,4,"Animal feed, eggs, honey, other products of animal origin",0.0,1834.38,828.62,Montana,Maine,38601,39833,978700,1022600,37727,39521,1292600,1300200
8439,2012,MT,ME,6,Milled grain products and preparations and bakery products,0.15,1834.38,828.62,Montana,Maine,38601,39833,978700,1022600,37727,39521,1292600,1300200
8440,2017,MT,ME,4,"Animal feed, eggs, honey, other products of animal origin",0.0,1393.88,832.01,Montana,Maine,38601,39833,978700,1022600,37727,39521,1292600,1300200
8441,2017,MT,ME,6,Milled grain products and preparations and bakery products,0.16,1393.88,832.01,Montana,Maine,38601,39833,978700,1022600,37727,39521,1292600,1300200
8442,2012,KS,ME,5,"Meat, poultry, fish, seafood, and preparations",20.51,5402.17,828.62,Kansas,Maine,45513,47435,2787500,2817600,37727,39521,1292600,1300200
8443,2012,KS,ME,6,Milled grain products and preparations and bakery products,2.33,5402.17,828.62,Kansas,Maine,45513,47435,2787500,2817600,37727,39521,1292600,1300200
8444,2012,KS,ME,7,Other prepared foodstuffs and preparations,1.82,5402.17,828.62,Kansas,Maine,45513,47435,2787500,2817600,37727,39521,1292600,1300200
8445,2017,KS,ME,5,"Meat, poultry, fish, seafood, and preparations",21.88,4003.23,832.01,Kansas,Maine,45513,47435,2787500,2817600,37727,39521,1292600,1300200
8446,2017,KS,ME,6,Milled grain products and preparations and bakery products,2.37,4003.23,832.01,Kansas,Maine,45513,47435,2787500,2817600,37727,39521,1292600,1300200
8447,2017,KS,ME,7,Other prepared foodstuffs and preparations,1.84,4003.23,832.01,Kansas,Maine,45513,47435,2787500,2817600,37727,39521,1292600,1300200
8448,2012,MD,ME,4,"Animal feed, eggs, honey, other products of animal origin",22.86,1043.96,828.62,Maryland,Maine,53999,56375,5722700,5892900,37727,39521,1292600,1300200
8449,2012,MD,ME,5,"Meat, poultry, fish, seafood, and preparations",8.16,1043.96,828.62,Maryland,Maine,53999,56375,5722700,5892900,37727,39521,1292600,1300200
8450,2012,MD,ME,7,Other prepared foodstuffs and preparations,15.29,1043.96,828.62,Maryland,Maine,53999,56375,5722700,5892900,37727,39521,1292600,1300200
8451,2017,MD,ME,4,"Animal feed, eggs, honey, other products of animal origin",25.15,990.99,832.01,Maryland,Maine,53999,56375,5722700,5892900,37727,39521,1292600,1300200
8452,2017,MD,ME,5,"Meat, poultry, fish, seafood, and preparations",9.0,990.99,832.01,Maryland,Maine,53999,56375,5722700,5892900,37727,39521,1292600,1300200
8453,2017,MD,ME,7,Other prepared foodstuffs and preparations,16.02,990.99,832.01,Maryland,Maine,53999,56375,5722700,5892900,37727,39521,1292600,1300200
8454,2012,KY,ME,7,Other prepared foodstuffs and preparations,26.41,2112.13,828.62,Kentucky,Maine,38062,39277,4235100,4307100,37727,39521,1292600,1300200
8455,2017,KY,ME,7,Other prepared foodstuffs and preparations,27.06,2946.38,832.01,Kentucky,Maine,38062,39277,4235100,4307100,37727,39521,1292600,1300200
8456,2012,MA,ME,1,Animals & fish (live),7.65,1009.57,828.62,Massachusetts,Maine,62441,66500,6410600,6620600,37727,39521,1292600,1300200
8457,2012,MA,ME,3,"Agricultural products (excl. feed, grains, and forage)",64.51,1009.57,828.62,Massachusetts,Maine,62441,66500,6410600,6620600,37727,39521,1292600,1300200
8458,2012,MA,ME,4,"Animal feed, eggs, honey, other products of animal origin",2.17,1009.57,828.62,Massachusetts,Maine,62441,66500,6410600,6620600,37727,39521,1292600,1300200
8459,2012,MA,ME,5,"Meat, poultry, fish, seafood, and preparations",54.0,1009.57,828.62,Massachusetts,Maine,62441,66500,6410600,6620600,37727,39521,1292600,1300200
8460,2012,MA,ME,6,Milled grain products and preparations and bakery products,90.23,1009.57,828.62,Massachusetts,Maine,62441,66500,6410600,6620600,37727,39521,1292600,1300200
8461,2012,MA,ME,7,Other prepared foodstuffs and preparations,138.65,1009.57,828.62,Massachusetts,Maine,62441,66500,6410600,6620600,37727,39521,1292600,1300200
8462,2017,MA,ME,1,Animals & fish (live),6.67,738.38,832.01,Massachusetts,Maine,62441,66500,6410600,6620600,37727,39521,1292600,1300200
8463,2017,MA,ME,3,"Agricultural products (excl. feed, grains, and forage)",66.65,738.38,832.01,Massachusetts,Maine,62441,66500,6410600,6620600,37727,39521,1292600,1300200
8464,2017,MA,ME,4,"Animal feed, eggs, honey, other products of animal origin",2.39,738.38,832.01,Massachusetts,Maine,62441,66500,6410600,6620600,37727,39521,1292600,1300200
8465,2017,MA,ME,5,"Meat, poultry, fish, seafood, and preparations",57.87,738.38,832.01,Massachusetts,Maine,62441,66500,6410600,6620600,37727,39521,1292600,1300200
8466,2017,MA,ME,6,Milled grain products and preparations and bakery products,92.11,738.38,832.01,Massachusetts,Maine,62441,66500,6410600,6620600,37727,39521,1292600,1300200
8467,2017,MA,ME,7,Other prepared foodstuffs and preparations,141.15,738.38,832.01,Massachusetts,Maine,62441,66500,6410600,6620600,37727,39521,1292600,1300200
8468,2012,PA,ME,3,"Agricultural products (excl. feed, grains, and forage)",11.87,3704.98,828.62,Pennsylvania,Maine,47554,51841,12347600,12389100,37727,39521,1292600,1300200
8469,2012,PA,ME,4,"Animal feed, eggs, honey, other products of animal origin",20.99,3704.98,828.62,Pennsylvania,Maine,47554,51841,12347600,12389100,37727,39521,1292600,1300200
8470,2012,PA,ME,5,"Meat, poultry, fish, seafood, and preparations",119.75,3704.98,828.62,Pennsylvania,Maine,47554,51841,12347600,12389100,37727,39521,1292600,1300200
8471,2012,PA,ME,6,Milled grain products and preparations and bakery products,14.98,3704.98,828.62,Pennsylvania,Maine,47554,51841,12347600,12389100,37727,39521,1292600,1300200
8472,2012,PA,ME,7,Other prepared foodstuffs and preparations,24.59,3704.98,828.62,Pennsylvania,Maine,47554,51841,12347600,12389100,37727,39521,1292600,1300200
8473,2017,PA,ME,3,"Agricultural products (excl. feed, grains, and forage)",12.27,3458.14,832.01,Pennsylvania,Maine,47554,51841,12347600,12389100,37727,39521,1292600,1300200
8474,2017,PA,ME,4,"Animal feed, eggs, honey, other products of animal origin",23.1,3458.14,832.01,Pennsylvania,Maine,47554,51841,12347600,12389100,37727,39521,1292600,1300200
8475,2017,PA,ME,5,"Meat, poultry, fish, seafood, and preparations",115.29,3458.14,832.01,Pennsylvania,Maine,47554,51841,12347600,12389100,37727,39521,1292600,1300200
8476,2017,PA,ME,6,Milled grain products and preparations and bakery products,13.74,3458.14,832.01,Pennsylvania,Maine,47554,51841,12347600,12389100,37727,39521,1292600,1300200
8477,2017,PA,ME,7,Other prepared foodstuffs and preparations,22.48,3458.14,832.01,Pennsylvania,Maine,47554,51841,12347600,12389100,37727,39521,1292600,1300200
8478,2012,NC,ME,1,Animals & fish (live),2.89,4602.34,828.62,North Carolina,Maine,42619,44706,9439200,9948800,37727,39521,1292600,1300200
8479,2012,NC,ME,3,"Agricultural products (excl. feed, grains, and forage)",0.44,4602.34,828.62,North Carolina,Maine,42619,44706,9439200,9948800,37727,39521,1292600,1300200
8480,2012,NC,ME,4,"Animal feed, eggs, honey, other products of animal origin",13.35,4602.34,828.62,North Carolina,Maine,42619,44706,9439200,9948800,37727,39521,1292600,1300200
8481,2012,NC,ME,5,"Meat, poultry, fish, seafood, and preparations",101.0,4602.34,828.62,North Carolina,Maine,42619,44706,9439200,9948800,37727,39521,1292600,1300200
8482,2012,NC,ME,7,Other prepared foodstuffs and preparations,33.61,4602.34,828.62,North Carolina,Maine,42619,44706,9439200,9948800,37727,39521,1292600,1300200
8483,2017,NC,ME,1,Animals & fish (live),3.13,5099.52,832.01,North Carolina,Maine,42619,44706,9439200,9948800,37727,39521,1292600,1300200
8484,2017,NC,ME,3,"Agricultural products (excl. feed, grains, and forage)",0.49,5099.52,832.01,North Carolina,Maine,42619,44706,9439200,9948800,37727,39521,1292600,1300200
8485,2017,NC,ME,4,"Animal feed, eggs, honey, other products of animal origin",14.68,5099.52,832.01,North Carolina,Maine,42619,44706,9439200,9948800,37727,39521,1292600,1300200
8486,2017,NC,ME,5,"Meat, poultry, fish, seafood, and preparations",112.04,5099.52,832.01,North Carolina,Maine,42619,44706,9439200,9948800,37727,39521,1292600,1300200
8487,2017,NC,ME,7,Other prepared foodstuffs and preparations,35.42,5099.52,832.01,North Carolina,Maine,42619,44706,9439200,9948800,37727,39521,1292600,1300200
8488,2012,OR,ME,3,"Agricultural products (excl. feed, grains, and forage)",0.29,3690.43,828.62,Oregon,Maine,49461,51312,3825500,4063000,37727,39521,1292600,1300200
8489,2017,OR,ME,3,"Agricultural products (excl. feed, grains, and forage)",0.29,3701.88,832.01,Oregon,Maine,49461,51312,3825500,4063000,37727,39521,1292600,1300200
8490,2012,TX,ME,6,Milled grain products and preparations and bakery products,7.13,8217.54,828.62,Texas,Maine,50253,53737,25384300,27621300,37727,39521,1292600,1300200
8491,2012,TX,ME,7,Other prepared foodstuffs and preparations,1.52,8217.54,828.62,Texas,Maine,50253,53737,25384300,27621300,37727,39521,1292600,1300200
8492,2017,TX,ME,6,Milled grain products and preparations and bakery products,7.42,9337.93,832.01,Texas,Maine,50253,53737,25384300,27621300,37727,39521,1292600,1300200
8493,2017,TX,ME,7,Other prepared foodstuffs and preparations,1.58,9337.93,832.01,Texas,Maine,50253,53737,25384300,27621300,37727,39521,1292600,1300200
8494,2012,MI,ME,3,"Agricultural products (excl. feed, grains, and forage)",0.32,3286.13,828.62,Michigan,Maine,40465,44201,9659300,9720300,37727,39521,1292600,1300200
8495,2012,MI,ME,4,"Animal feed, eggs, honey, other products of animal origin",9.68,3286.13,828.62,Michigan,Maine,40465,44201,9659300,9720300,37727,39521,1292600,1300200
8496,2012,MI,ME,5,"Meat, poultry, fish, seafood, and preparations",6.34,3286.13,828.62,Michigan,Maine,40465,44201,9659300,9720300,37727,39521,1292600,1300200
8497,2012,MI,ME,6,Milled grain products and preparations and bakery products,11.18,3286.13,828.62,Michigan,Maine,40465,44201,9659300,9720300,37727,39521,1292600,1300200
8498,2012,MI,ME,7,Other prepared foodstuffs and preparations,15.33,3286.13,828.62,Michigan,Maine,40465,44201,9659300,9720300,37727,39521,1292600,1300200
8499,2017,MI,ME,3,"Agricultural products (excl. feed, grains, and forage)",0.31,3008.36,832.01,Michigan,Maine,40465,44201,9659300,9720300,37727,39521,1292600,1300200
8500,2017,MI,ME,4,"Animal feed, eggs, honey, other products of animal origin",10.65,3008.36,832.01,Michigan,Maine,40465,44201,9659300,9720300,37727,39521,1292600,1300200
8501,2017,MI,ME,5,"Meat, poultry, fish, seafood, and preparations",7.24,3008.36,832.01,Michigan,Maine,40465,44201,9659300,9720300,37727,39521,1292600,1300200
8502,2017,MI,ME,6,Milled grain products and preparations and bakery products,12.16,3008.36,832.01,Michigan,Maine,40465,44201,9659300,9720300,37727,39521,1292600,1300200
8503,2017,MI,ME,7,Other prepared foodstuffs and preparations,16.64,3008.36,832.01,Michigan,Maine,40465,44201,9659300,9720300,37727,39521,1292600,1300200
8504,2012,OH,ME,2,Cereal grains and seed,17.97,3762.89,828.62,Ohio,Maine,44911,48188,11222100,11323500,37727,39521,1292600,1300200
8505,2012,OH,ME,3,"Agricultural products (excl. feed, grains, and forage)",7.99,3762.89,828.62,Ohio,Maine,44911,48188,11222100,11323500,37727,39521,1292600,1300200
8506,2012,OH,ME,5,"Meat, poultry, fish, seafood, and preparations",16.36,3762.89,828.62,Ohio,Maine,44911,48188,11222100,11323500,37727,39521,1292600,1300200
8507,2012,OH,ME,6,Milled grain products and preparations and bakery products,6.49,3762.89,828.62,Ohio,Maine,44911,48188,11222100,11323500,37727,39521,1292600,1300200
8508,2012,OH,ME,7,Other prepared foodstuffs and preparations,108.19,3762.89,828.62,Ohio,Maine,44911,48188,11222100,11323500,37727,39521,1292600,1300200
8509,2017,OH,ME,2,Cereal grains and seed,22.35,3459.09,832.01,Ohio,Maine,44911,48188,11222100,11323500,37727,39521,1292600,1300200
8510,2017,OH,ME,3,"Agricultural products (excl. feed, grains, and forage)",9.31,3459.09,832.01,Ohio,Maine,44911,48188,11222100,11323500,37727,39521,1292600,1300200
8511,2017,OH,ME,5,"Meat, poultry, fish, seafood, and preparations",17.61,3459.09,832.01,Ohio,Maine,44911,48188,11222100,11323500,37727,39521,1292600,1300200
8512,2017,OH,ME,6,Milled grain products and preparations and bakery products,6.65,3459.09,832.01,Ohio,Maine,44911,48188,11222100,11323500,37727,39521,1292600,1300200
8513,2017,OH,ME,7,Other prepared foodstuffs and preparations,110.61,3459.09,832.01,Ohio,Maine,44911,48188,11222100,11323500,37727,39521,1292600,1300200
8514,2012,VT,ME,4,"Animal feed, eggs, honey, other products of animal origin",18.16,445.75,828.62,Vermont,Maine,43099,44831,600700,600200,37727,39521,1292600,1300200
8515,2012,VT,ME,6,Milled grain products and preparations and bakery products,5.81,445.75,828.62,Vermont,Maine,43099,44831,600700,600200,37727,39521,1292600,1300200
8516,2012,VT,ME,7,Other prepared foodstuffs and preparations,19.13,445.75,828.62,Vermont,Maine,43099,44831,600700,600200,37727,39521,1292600,1300200
8517,2017,VT,ME,4,"Animal feed, eggs, honey, other products of animal origin",19.98,439.0,832.01,Vermont,Maine,43099,44831,600700,600200,37727,39521,1292600,1300200
8518,2017,VT,ME,6,Milled grain products and preparations and bakery products,5.89,439.0,832.01,Vermont,Maine,43099,44831,600700,600200,37727,39521,1292600,1300200
8519,2017,VT,ME,7,Other prepared foodstuffs and preparations,19.32,439.0,832.01,Vermont,Maine,43099,44831,600700,600200,37727,39521,1292600,1300200
8520,2012,ID,ME,3,"Agricultural products (excl. feed, grains, and forage)",1.98,3444.54,828.62,Idaho,Maine,34121,36441,1562500,1682100,37727,39521,1292600,1300200
8521,2017,ID,ME,3,"Agricultural products (excl. feed, grains, and forage)",1.98,3257.79,832.01,Idaho,Maine,34121,36441,1562500,1682100,37727,39521,1292600,1300200
8522,2012,TN,ME,3,"Agricultural products (excl. feed, grains, and forage)",11.45,1356.58,828.62,Tennessee,Maine,41114,44348,6277400,6538200,37727,39521,1292600,1300200
8523,2012,TN,ME,7,Other prepared foodstuffs and preparations,25.04,1356.58,828.62,Tennessee,Maine,41114,44348,6277400,6538200,37727,39521,1292600,1300200
8524,2017,TN,ME,3,"Agricultural products (excl. feed, grains, and forage)",16.4,1247.1,832.01,Tennessee,Maine,41114,44348,6277400,6538200,37727,39521,1292600,1300200
8525,2017,TN,ME,7,Other prepared foodstuffs and preparations,23.86,1247.1,832.01,Tennessee,Maine,41114,44348,6277400,6538200,37727,39521,1292600,1300200
8526,2012,OK,ME,4,"Animal feed, eggs, honey, other products of animal origin",0.42,3057.46,828.62,Oklahoma,Maine,41880,44535,3689500,3803700,37727,39521,1292600,1300200
8527,2017,OK,ME,4,"Animal feed, eggs, honey, other products of animal origin",0.46,2712.81,832.01,Oklahoma,Maine,41880,44535,3689500,3803700,37727,39521,1292600,1300200
8528,2012,NH,ME,1,Animals & fish (live),1.35,221.86,828.62,New Hampshire,Maine,48661,52509,1280100,1297000,37727,39521,1292600,1300200
8529,2012,NH,ME,2,Cereal grains and seed,1.31,221.86,828.62,New Hampshire,Maine,48661,52509,1280100,1297000,37727,39521,1292600,1300200
8530,2012,NH,ME,3,"Agricultural products (excl. feed, grains, and forage)",12.35,221.86,828.62,New Hampshire,Maine,48661,52509,1280100,1297000,37727,39521,1292600,1300200
8531,2012,NH,ME,4,"Animal feed, eggs, honey, other products of animal origin",20.32,221.86,828.62,New Hampshire,Maine,48661,52509,1280100,1297000,37727,39521,1292600,1300200
8532,2012,NH,ME,5,"Meat, poultry, fish, seafood, and preparations",47.99,221.86,828.62,New Hampshire,Maine,48661,52509,1280100,1297000,37727,39521,1292600,1300200
8533,2012,NH,ME,7,Other prepared foodstuffs and preparations,87.32,221.86,828.62,New Hampshire,Maine,48661,52509,1280100,1297000,37727,39521,1292600,1300200
8534,2017,NH,ME,1,Animals & fish (live),1.33,213.4,832.01,New Hampshire,Maine,48661,52509,1280100,1297000,37727,39521,1292600,1300200
8535,2017,NH,ME,2,Cereal grains and seed,1.29,213.4,832.01,New Hampshire,Maine,48661,52509,1280100,1297000,37727,39521,1292600,1300200
8536,2017,NH,ME,3,"Agricultural products (excl. feed, grains, and forage)",12.5,213.4,832.01,New Hampshire,Maine,48661,52509,1280100,1297000,37727,39521,1292600,1300200
8537,2017,NH,ME,4,"Animal feed, eggs, honey, other products of animal origin",22.35,213.4,832.01,New Hampshire,Maine,48661,52509,1280100,1297000,37727,39521,1292600,1300200
8538,2017,NH,ME,5,"Meat, poultry, fish, seafood, and preparations",50.66,213.4,832.01,New Hampshire,Maine,48661,52509,1280100,1297000,37727,39521,1292600,1300200
8539,2017,NH,ME,7,Other prepared foodstuffs and preparations,87.55,213.4,832.01,New Hampshire,Maine,48661,52509,1280100,1297000,37727,39521,1292600,1300200
8540,2012,FL,ME,3,"Agricultural products (excl. feed, grains, and forage)",52.12,6682.81,828.62,Florida,Maine,37711,39842,18876900,20532300,37727,39521,1292600,1300200
8541,2012,FL,ME,4,"Animal feed, eggs, honey, other products of animal origin",0.64,6682.81,828.62,Florida,Maine,37711,39842,18876900,20532300,37727,39521,1292600,1300200
8542,2012,FL,ME,6,Milled grain products and preparations and bakery products,0.11,6682.81,828.62,Florida,Maine,37711,39842,18876900,20532300,37727,39521,1292600,1300200
8543,2012,FL,ME,7,Other prepared foodstuffs and preparations,43.24,6682.81,828.62,Florida,Maine,37711,39842,18876900,20532300,37727,39521,1292600,1300200
8544,2017,FL,ME,3,"Agricultural products (excl. feed, grains, and forage)",48.76,6355.29,832.01,Florida,Maine,37711,39842,18876900,20532300,37727,39521,1292600,1300200
8545,2017,FL,ME,4,"Animal feed, eggs, honey, other products of animal origin",0.7,6355.29,832.01,Florida,Maine,37711,39842,18876900,20532300,37727,39521,1292600,1300200
8546,2017,FL,ME,6,Milled grain products and preparations and bakery products,0.12,6355.29,832.01,Florida,Maine,37711,39842,18876900,20532300,37727,39521,1292600,1300200
8547,2017,FL,ME,7,Other prepared foodstuffs and preparations,46.91,6355.29,832.01,Florida,Maine,37711,39842,18876900,20532300,37727,39521,1292600,1300200
8548,2012,NJ,ME,3,"Agricultural products (excl. feed, grains, and forage)",114.23,824.36,828.62,New Jersey,Maine,55106,56776,8685500,8823900,37727,39521,1292600,1300200
8549,2012,NJ,ME,5,"Meat, poultry, fish, seafood, and preparations",12.16,824.36,828.62,New Jersey,Maine,55106,56776,8685500,8823900,37727,39521,1292600,1300200
8550,2012,NJ,ME,6,Milled grain products and preparations and bakery products,17.25,824.36,828.62,New Jersey,Maine,55106,56776,8685500,8823900,37727,39521,1292600,1300200
8551,2012,NJ,ME,7,Other prepared foodstuffs and preparations,96.56,824.36,828.62,New Jersey,Maine,55106,56776,8685500,8823900,37727,39521,1292600,1300200
8552,2017,NJ,ME,3,"Agricultural products (excl. feed, grains, and forage)",118.94,795.91,832.01,New Jersey,Maine,55106,56776,8685500,8823900,37727,39521,1292600,1300200
8553,2017,NJ,ME,5,"Meat, poultry, fish, seafood, and preparations",14.04,795.91,832.01,New Jersey,Maine,55106,56776,8685500,8823900,37727,39521,1292600,1300200
8554,2017,NJ,ME,6,Milled grain products and preparations and bakery products,18.97,795.91,832.01,New Jersey,Maine,55106,56776,8685500,8823900,37727,39521,1292600,1300200
8555,2017,NJ,ME,7,Other prepared foodstuffs and preparations,105.89,795.91,832.01,New Jersey,Maine,55106,56776,8685500,8823900,37727,39521,1292600,1300200
8556,2012,RI,ME,3,"Agricultural products (excl. feed, grains, and forage)",0.9,102.54,828.62,Rhode Island,Maine,46194,48314,1007900,1015900,37727,39521,1292600,1300200
8557,2012,RI,ME,4,"Animal feed, eggs, honey, other products of animal origin",48.0,102.54,828.62,Rhode Island,Maine,46194,48314,1007900,1015900,37727,39521,1292600,1300200
8558,2012,RI,ME,5,"Meat, poultry, fish, seafood, and preparations",1.31,102.54,828.62,Rhode Island,Maine,46194,48314,1007900,1015900,37727,39521,1292600,1300200
8559,2012,RI,ME,7,Other prepared foodstuffs and preparations,133.37,102.54,828.62,Rhode Island,Maine,46194,48314,1007900,1015900,37727,39521,1292600,1300200
8560,2017,RI,ME,3,"Agricultural products (excl. feed, grains, and forage)",0.91,116.81,832.01,Rhode Island,Maine,46194,48314,1007900,1015900,37727,39521,1292600,1300200
8561,2017,RI,ME,4,"Animal feed, eggs, honey, other products of animal origin",52.81,116.81,832.01,Rhode Island,Maine,46194,48314,1007900,1015900,37727,39521,1292600,1300200
8562,2017,RI,ME,5,"Meat, poultry, fish, seafood, and preparations",1.62,116.81,832.01,Rhode Island,Maine,46194,48314,1007900,1015900,37727,39521,1292600,1300200
8563,2017,RI,ME,7,Other prepared foodstuffs and preparations,155.93,116.81,832.01,Rhode Island,Maine,46194,48314,1007900,1015900,37727,39521,1292600,1300200
8564,2012,WV,ME,5,"Meat, poultry, fish, seafood, and preparations",15.14,264.57,828.62,West Virginia,Maine,35532,37353,1801800,1762100,37727,39521,1292600,1300200
8565,2012,WV,ME,7,Other prepared foodstuffs and preparations,2.04,264.57,828.62,West Virginia,Maine,35532,37353,1801800,1762100,37727,39521,1292600,1300200
8566,2017,WV,ME,5,"Meat, poultry, fish, seafood, and preparations",15.33,313.97,832.01,West Virginia,Maine,35532,37353,1801800,1762100,37727,39521,1292600,1300200
8567,2017,WV,ME,7,Other prepared foodstuffs and preparations,1.96,313.97,832.01,West Virginia,Maine,35532,37353,1801800,1762100,37727,39521,1292600,1300200
8568,2012,UT,ME,6,Milled grain products and preparations and bakery products,1.32,718.31,828.62,Utah,Maine,41952,45493,2801700,3047400,37727,39521,1292600,1300200
8569,2012,UT,ME,7,Other prepared foodstuffs and preparations,0.3,718.31,828.62,Utah,Maine,41952,45493,2801700,3047400,37727,39521,1292600,1300200
8570,2017,UT,ME,6,Milled grain products and preparations and bakery products,1.34,833.72,832.01,Utah,Maine,41952,45493,2801700,3047400,37727,39521,1292600,1300200
8571,2017,UT,ME,7,Other prepared foodstuffs and preparations,0.31,833.72,832.01,Utah,Maine,41952,45493,2801700,3047400,37727,39521,1292600,1300200
8572,2012,IN,ME,6,Milled grain products and preparations and bakery products,9.8,4087.65,828.62,Indiana,Maine,43077,46427,6338800,6459400,37727,39521,1292600,1300200
8573,2012,IN,ME,7,Other prepared foodstuffs and preparations,12.19,4087.65,828.62,Indiana,Maine,43077,46427,6338800,6459400,37727,39521,1292600,1300200
8574,2017,IN,ME,6,Milled grain products and preparations and bakery products,10.7,3920.12,832.01,Indiana,Maine,43077,46427,6338800,6459400,37727,39521,1292600,1300200
8575,2017,IN,ME,7,Other prepared foodstuffs and preparations,13.28,3920.12,832.01,Indiana,Maine,43077,46427,6338800,6459400,37727,39521,1292600,1300200
8576,2012,NY,ME,3,"Agricultural products (excl. feed, grains, and forage)",9.92,2872.87,828.62,New York,Maine,62769,65220,19040100,19315700,37727,39521,1292600,1300200
8577,2012,NY,ME,4,"Animal feed, eggs, honey, other products of animal origin",3.98,2872.87,828.62,New York,Maine,62769,65220,19040100,19315700,37727,39521,1292600,1300200
