year,state_orig,state_dest,sctg2,sctg2_description,value,state_orig_gdp,state_dest_gdp,name_state_orig,name_state_dest
2012,IL,OR,1,Animals & fish (live),0,5911.13,3690.43,Illinois,Oregon
2012,VA,TX,1,Animals & fish (live),0,1680.19,8217.54,Virginia,Texas
2012,WI,CA,1,Animals & fish (live),0,4945.86,34377.93,Wisconsin,California
2012,CA,HI,1,Animals & fish (live),0.01,34377.93,536.2,California,Hawaii
2012,MO,MS,1,Animals & fish (live),0.01,3341.06,1902.13,Missouri,Mississippi
2012,MT,NE,1,Animals & fish (live),0.01,1834.38,7575.09,Montana,Nebraska
2012,KS,DE,1,Animals & fish (live),0.02,5402.17,417,Kansas,Delaware
2012,KS,GA,1,Animals & fish (live),0.02,5402.17,4205.78,Kansas,Georgia
2012,MD,UT,1,Animals & fish (live),0.02,1043.96,718.31,Maryland,Utah
2012,CA,AL,1,Animals & fish (live),0.03,34377.93,1802.17,California,Alabama
2012,KS,NC,1,Animals & fish (live),0.03,5402.17,4602.34,Kansas,North Carolina
2012,MD,LA,1,Animals & fish (live),0.04,1043.96,2101.69,Maryland,Louisiana
2012,MT,KS,1,Animals & fish (live),0.04,1834.38,5402.17,Montana,Kansas
2012,GA,MO,1,Animals & fish (live),0.06,4205.78,3341.06,Georgia,Missouri
2012,MO,OR,1,Animals & fish (live),0.09,3341.06,3690.43,Missouri,Oregon
2012,KY,MS,1,Animals & fish (live),0.1,2112.13,1902.13,Kentucky,Mississippi
2012,MA,FL,1,Animals & fish (live),0.1,1009.57,6682.81,Massachusetts,Florida
2012,PA,MA,1,Animals & fish (live),0.17,3704.98,1009.57,Pennsylvania,Massachusetts
2012,CA,CT,1,Animals & fish (live),0.18,34377.93,409.33,California,Connecticut
2012,KS,CT,1,Animals & fish (live),0.22,5402.17,409.33,Kansas,Connecticut
2012,NC,MD,1,Animals & fish (live),0.25,4602.34,1043.96,North Carolina,Maryland
2012,NC,FL,1,Animals & fish (live),0.26,4602.34,6682.81,North Carolina,Florida
2012,KS,PA,1,Animals & fish (live),0.3,5402.17,3704.98,Kansas,Pennsylvania
2012,KS,CA,1,Animals & fish (live),0.32,5402.17,34377.93,Kansas,California
2012,MD,NM,1,Animals & fish (live),0.39,1043.96,1416.47,Maryland,New Mexico
2012,KS,MA,1,Animals & fish (live),0.44,5402.17,1009.57,Kansas,Massachusetts
2012,MO,AZ,1,Animals & fish (live),0.47,3341.06,1903.86,Missouri,Arizona
2012,PA,VT,1,Animals & fish (live),0.48,3704.98,445.75,Pennsylvania,Vermont
2012,MD,CA,1,Animals & fish (live),0.49,1043.96,34377.93,Maryland,California
2012,SC,MS,1,Animals & fish (live),0.51,1188.08,1902.13,South Carolina,Mississippi
2012,OR,NV,1,Animals & fish (live),0.52,3690.43,294.82,Oregon,Nevada
2012,CA,NE,1,Animals & fish (live),0.56,34377.93,7575.09,California,Nebraska
2012,MD,TX,1,Animals & fish (live),0.58,1043.96,8217.54,Maryland,Texas
2012,TX,NM,1,Animals & fish (live),0.66,8217.54,1416.47,Texas,New Mexico
2012,MI,IL,1,Animals & fish (live),0.78,3286.13,5911.13,Michigan,Illinois
2012,MD,MO,1,Animals & fish (live),0.79,1043.96,3341.06,Maryland,Missouri
2012,OH,MD,1,Animals & fish (live),0.79,3762.89,1043.96,Ohio,Maryland
2012,NC,AL,1,Animals & fish (live),0.83,4602.34,1802.17,North Carolina,Alabama
2012,TX,AZ,1,Animals & fish (live),0.86,8217.54,1903.86,Texas,Arizona
2012,VT,MA,1,Animals & fish (live),0.87,445.75,1009.57,Vermont,Massachusetts
2012,VT,NY,1,Animals & fish (live),0.87,445.75,2872.87,Vermont,New York
2012,VT,PA,1,Animals & fish (live),0.87,445.75,3704.98,Vermont,Pennsylvania
2012,VT,RI,1,Animals & fish (live),0.87,445.75,102.54,Vermont,Rhode Island
2012,ID,NV,1,Animals & fish (live),0.88,3444.54,294.82,Idaho,Nevada
2012,TN,OH,1,Animals & fish (live),0.89,1356.58,3762.89,Tennessee,Ohio
2012,TN,WV,1,Animals & fish (live),0.89,1356.58,264.57,Tennessee,West Virginia
2012,MO,MD,1,Animals & fish (live),0.9,3341.06,1043.96,Missouri,Maryland
2012,KS,NJ,1,Animals & fish (live),0.94,5402.17,824.36,Kansas,New Jersey
2012,OK,LA,1,Animals & fish (live),0.94,3057.46,2101.69,Oklahoma,Louisiana
2012,MO,MA,1,Animals & fish (live),0.96,3341.06,1009.57,Missouri,Massachusetts
2012,KS,NY,1,Animals & fish (live),0.97,5402.17,2872.87,Kansas,New York
2012,MO,GA,1,Animals & fish (live),0.97,3341.06,4205.78,Missouri,Georgia
2012,KS,NH,1,Animals & fish (live),0.99,5402.17,221.86,Kansas,New Hampshire
2012,KS,NV,1,Animals & fish (live),0.99,5402.17,294.82,Kansas,Nevada
2012,NC,NJ,1,Animals & fish (live),1.02,4602.34,824.36,North Carolina,New Jersey
2012,GA,AR,1,Animals & fish (live),1.04,4205.78,2573.44,Georgia,Arkansas
2012,MO,AL,1,Animals & fish (live),1.07,3341.06,1802.17,Missouri,Alabama
2012,ME,RI,1,Animals & fish (live),1.09,828.62,102.54,Maine,Rhode Island
2012,ME,VT,1,Animals & fish (live),1.09,828.62,445.75,Maine,Vermont
2012,NC,TX,1,Animals & fish (live),1.1,4602.34,8217.54,North Carolina,Texas
2012,MD,NY,1,Animals & fish (live),1.14,1043.96,2872.87,Maryland,New York
2012,MO,OH,1,Animals & fish (live),1.14,3341.06,3762.89,Missouri,Ohio
2012,MO,NV,1,Animals & fish (live),1.18,3341.06,294.82,Missouri,Nevada
2012,CA,SC,1,Animals & fish (live),1.24,34377.93,1188.08,California,South Carolina
2012,NH,ME,1,Animals & fish (live),1.35,221.86,828.62,New Hampshire,Maine
2012,NH,VT,1,Animals & fish (live),1.35,221.86,445.75,New Hampshire,Vermont
2012,MO,TN,1,Animals & fish (live),1.36,3341.06,1356.58,Missouri,Tennessee
2012,FL,KY,1,Animals & fish (live),1.38,6682.81,2112.13,Florida,Kentucky
2012,VA,MI,1,Animals & fish (live),1.39,1680.19,3286.13,Virginia,Michigan
2012,TN,IL,1,Animals & fish (live),1.4,1356.58,5911.13,Tennessee,Illinois
2012,NJ,RI,1,Animals & fish (live),1.42,824.36,102.54,New Jersey,Rhode Island
2012,RI,VT,1,Animals & fish (live),1.53,102.54,445.75,Rhode Island,Vermont
2012,OK,IL,1,Animals & fish (live),1.58,3057.46,5911.13,Oklahoma,Illinois
2012,CA,WI,1,Animals & fish (live),1.74,34377.93,4945.86,California,Wisconsin
2012,RI,NH,1,Animals & fish (live),1.74,102.54,221.86,Rhode Island,New Hampshire
2012,GA,KY,1,Animals & fish (live),1.78,4205.78,2112.13,Georgia,Kentucky
2012,MO,CT,1,Animals & fish (live),1.82,3341.06,409.33,Missouri,Connecticut
2012,NC,CA,1,Animals & fish (live),1.86,4602.34,34377.93,North Carolina,California
2012,MO,CA,1,Animals & fish (live),1.96,3341.06,34377.93,Missouri,California
2012,OK,NM,1,Animals & fish (live),1.97,3057.46,1416.47,Oklahoma,New Mexico
2012,PA,IA,1,Animals & fish (live),1.97,3704.98,10520.48,Pennsylvania,Iowa
2012,MO,TX,1,Animals & fish (live),1.98,3341.06,8217.54,Missouri,Texas
2012,CA,IN,1,Animals & fish (live),1.99,34377.93,4087.65,California,Indiana
2012,TX,MS,1,Animals & fish (live),1.99,8217.54,1902.13,Texas,Mississippi
2012,WV,GA,1,Animals & fish (live),2,264.57,4205.78,West Virginia,Georgia
2012,DC,DE,1,Animals & fish (live),2.07,0.44,417,,Delaware
2012,NH,NY,1,Animals & fish (live),2.07,221.86,2872.87,New Hampshire,New York
2012,IL,AR,1,Animals & fish (live),2.09,5911.13,2573.44,Illinois,Arkansas
2012,KS,FL,1,Animals & fish (live),2.12,5402.17,6682.81,Kansas,Florida
2012,MO,VA,1,Animals & fish (live),2.15,3341.06,1680.19,Missouri,Virginia
2012,NC,DE,1,Animals & fish (live),2.21,4602.34,417,North Carolina,Delaware
2012,CA,NH,1,Animals & fish (live),2.28,34377.93,221.86,California,New Hampshire
2012,NV,ID,1,Animals & fish (live),2.32,294.82,3444.54,Nevada,Idaho
2012,CA,VA,1,Animals & fish (live),2.35,34377.93,1680.19,California,Virginia
2012,NV,UT,1,Animals & fish (live),2.41,294.82,718.31,Nevada,Utah
2012,TN,IN,1,Animals & fish (live),2.5,1356.58,4087.65,Tennessee,Indiana
2012,UT,NV,1,Animals & fish (live),2.56,718.31,294.82,Utah,Nevada
2012,IN,TN,1,Animals & fish (live),2.58,4087.65,1356.58,Indiana,Tennessee
2012,OH,ID,1,Animals & fish (live),2.6,3762.89,3444.54,Ohio,Idaho
2012,CA,NJ,1,Animals & fish (live),2.63,34377.93,824.36,California,New Jersey
2012,MO,KY,1,Animals & fish (live),2.7,3341.06,2112.13,Missouri,Kentucky
2012,CA,KY,1,Animals & fish (live),2.73,34377.93,2112.13,California,Kentucky
2012,MD,WI,1,Animals & fish (live),2.75,1043.96,4945.86,Maryland,Wisconsin
2012,NV,MS,1,Animals & fish (live),2.77,294.82,1902.13,Nevada,Mississippi
2012,CA,AZ,1,Animals & fish (live),2.78,34377.93,1903.86,California,Arizona
2012,CA,GA,1,Animals & fish (live),2.8,34377.93,4205.78,California,Georgia
2012,MO,PA,1,Animals & fish (live),2.86,3341.06,3704.98,Missouri,Pennsylvania
2012,NC,ME,1,Animals & fish (live),2.89,4602.34,828.62,North Carolina,Maine
2012,MO,NJ,1,Animals & fish (live),2.93,3341.06,824.36,Missouri,New Jersey
2012,NC,PA,1,Animals & fish (live),3.02,4602.34,3704.98,North Carolina,Pennsylvania
2012,NC,NY,1,Animals & fish (live),3.07,4602.34,2872.87,North Carolina,New York
2012,KY,WV,1,Animals & fish (live),3.09,2112.13,264.57,Kentucky,West Virginia
2012,TN,SC,1,Animals & fish (live),3.33,1356.58,1188.08,Tennessee,South Carolina
2012,NC,LA,1,Animals & fish (live),3.55,4602.34,2101.69,North Carolina,Louisiana
2012,NY,OH,1,Animals & fish (live),3.56,2872.87,3762.89,New York,Ohio
2012,NY,WV,1,Animals & fish (live),3.56,2872.87,264.57,New York,West Virginia
2012,RI,CT,1,Animals & fish (live),3.57,102.54,409.33,Rhode Island,Connecticut
2012,WV,MD,1,Animals & fish (live),3.59,264.57,1043.96,West Virginia,Maryland
2012,MO,FL,1,Animals & fish (live),3.66,3341.06,6682.81,Missouri,Florida
2012,WV,DE,1,Animals & fish (live),3.66,264.57,417,West Virginia,Delaware
2012,RI,MA,1,Animals & fish (live),3.7,102.54,1009.57,Rhode Island,Massachusetts
2012,TX,NE,1,Animals & fish (live),3.75,8217.54,7575.09,Texas,Nebraska
2012,CA,MD,1,Animals & fish (live),4.12,34377.93,1043.96,California,Maryland
2012,DC,MD,1,Animals & fish (live),4.14,0.44,1043.96,,Maryland
2012,OK,IA,1,Animals & fish (live),4.14,3057.46,10520.48,Oklahoma,Iowa
2012,CA,OR,1,Animals & fish (live),4.15,34377.93,3690.43,California,Oregon
2012,GA,MS,1,Animals & fish (live),4.17,4205.78,1902.13,Georgia,Mississippi
2012,IL,KY,1,Animals & fish (live),4.24,5911.13,2112.13,Illinois,Kentucky
2012,FL,SC,1,Animals & fish (live),4.27,6682.81,1188.08,Florida,South Carolina
2012,CA,ID,1,Animals & fish (live),4.35,34377.93,3444.54,California,Idaho
2012,PA,CT,1,Animals & fish (live),4.51,3704.98,409.33,Pennsylvania,Connecticut
2012,VA,NJ,1,Animals & fish (live),4.52,1680.19,824.36,Virginia,New Jersey
2012,GA,IN,1,Animals & fish (live),4.58,4205.78,4087.65,Georgia,Indiana
2012,IA,KS,1,Animals & fish (live),4.72,10520.48,5402.17,Iowa,Kansas
2012,IA,MO,1,Animals & fish (live),4.72,10520.48,3341.06,Iowa,Missouri
2012,CT,RI,1,Animals & fish (live),4.84,409.33,102.54,Connecticut,Rhode Island
2012,IL,NC,1,Animals & fish (live),4.84,5911.13,4602.34,Illinois,North Carolina
2012,WI,MI,1,Animals & fish (live),4.87,4945.86,3286.13,Wisconsin,Michigan
2012,MO,NY,1,Animals & fish (live),4.9,3341.06,2872.87,Missouri,New York
2012,CA,TN,1,Animals & fish (live),4.94,34377.93,1356.58,California,Tennessee
2012,TN,MO,1,Animals & fish (live),5,1356.58,3341.06,Tennessee,Missouri
2012,NJ,MD,1,Animals & fish (live),5.08,824.36,1043.96,New Jersey,Maryland
2012,NC,IA,1,Animals & fish (live),5.12,4602.34,10520.48,North Carolina,Iowa
2012,MN,OH,1,Animals & fish (live),5.16,8746.51,3762.89,Minnesota,Ohio
2012,VA,SC,1,Animals & fish (live),5.19,1680.19,1188.08,Virginia,South Carolina
2012,CA,MN,1,Animals & fish (live),5.21,34377.93,8746.51,California,Minnesota
2012,NC,OH,1,Animals & fish (live),5.22,4602.34,3762.89,North Carolina,Ohio
2012,RI,NY,1,Animals & fish (live),5.24,102.54,2872.87,Rhode Island,New York
2012,WV,OK,1,Animals & fish (live),5.25,264.57,3057.46,West Virginia,Oklahoma
2012,WI,IN,1,Animals & fish (live),5.38,4945.86,4087.65,Wisconsin,Indiana
2012,CA,UT,1,Animals & fish (live),5.42,34377.93,718.31,California,Utah
2012,WY,MT,1,Animals & fish (live),5.53,562.37,1834.38,Wyoming,Montana
2012,VA,DE,1,Animals & fish (live),5.6,1680.19,417,Virginia,Delaware
2012,CA,CO,1,Animals & fish (live),5.67,34377.93,2559.74,California,Colorado
2012,CA,MI,1,Animals & fish (live),5.67,34377.93,3286.13,California,Michigan
2012,CA,FL,1,Animals & fish (live),5.7,34377.93,6682.81,California,Florida
2012,VA,NE,1,Animals & fish (live),5.83,1680.19,7575.09,Virginia,Nebraska
2012,VA,OH,1,Animals & fish (live),5.84,1680.19,3762.89,Virginia,Ohio
2012,MO,IN,1,Animals & fish (live),5.94,3341.06,4087.65,Missouri,Indiana
2012,AL,OK,1,Animals & fish (live),5.95,1802.17,3057.46,Alabama,Oklahoma
2012,PA,KS,1,Animals & fish (live),6.08,3704.98,5402.17,Pennsylvania,Kansas
2012,CA,KS,1,Animals & fish (live),6.15,34377.93,5402.17,California,Kansas
2012,DC,VA,1,Animals & fish (live),6.21,0.44,1680.19,,Virginia
2012,WV,IL,1,Animals & fish (live),6.32,264.57,5911.13,West Virginia,Illinois
2012,CA,OK,1,Animals & fish (live),6.56,34377.93,3057.46,California,Oklahoma
2012,IL,TN,1,Animals & fish (live),6.57,5911.13,1356.58,Illinois,Tennessee
2012,GA,FL,1,Animals & fish (live),6.97,4205.78,6682.81,Georgia,Florida
2012,NV,OR,1,Animals & fish (live),6.97,294.82,3690.43,Nevada,Oregon
2012,MI,WI,1,Animals & fish (live),7.19,3286.13,4945.86,Michigan,Wisconsin
2012,TN,AR,1,Animals & fish (live),7.21,1356.58,2573.44,Tennessee,Arkansas
2012,GA,VA,1,Animals & fish (live),7.41,4205.78,1680.19,Georgia,Virginia
2012,CA,MO,1,Animals & fish (live),7.45,34377.93,3341.06,California,Missouri
2012,CA,NC,1,Animals & fish (live),7.52,34377.93,4602.34,California,North Carolina
2012,GA,CO,1,Animals & fish (live),7.62,4205.78,2559.74,Georgia,Colorado
2012,MA,ME,1,Animals & fish (live),7.65,1009.57,828.62,Massachusetts,Maine
2012,GA,MD,1,Animals & fish (live),7.99,4205.78,1043.96,Georgia,Maryland
2012,NH,RI,1,Animals & fish (live),8.11,221.86,102.54,New Hampshire,Rhode Island
2012,LA,FL,1,Animals & fish (live),8.19,2101.69,6682.81,Louisiana,Florida
2012,MA,VT,1,Animals & fish (live),8.44,1009.57,445.75,Massachusetts,Vermont
2012,CA,PA,1,Animals & fish (live),8.5,34377.93,3704.98,California,Pennsylvania
2012,OK,MO,1,Animals & fish (live),8.64,3057.46,3341.06,Oklahoma,Missouri
2012,IL,MO,1,Animals & fish (live),9.01,5911.13,3341.06,Illinois,Missouri
2012,IN,WI,1,Animals & fish (live),9.14,4087.65,4945.86,Indiana,Wisconsin
2012,AR,TN,1,Animals & fish (live),9.17,2573.44,1356.58,Arkansas,Tennessee
2012,UT,TX,1,Animals & fish (live),9.19,718.31,8217.54,Utah,Texas
2012,MA,NY,1,Animals & fish (live),9.23,1009.57,2872.87,Massachusetts,New York
2012,AL,NC,1,Animals & fish (live),9.29,1802.17,4602.34,Alabama,North Carolina
2012,MD,OH,1,Animals & fish (live),9.39,1043.96,3762.89,Maryland,Ohio
2012,ID,UT,1,Animals & fish (live),9.41,3444.54,718.31,Idaho,Utah
2012,AR,KS,1,Animals & fish (live),9.55,2573.44,5402.17,Arkansas,Kansas
2012,MD,MI,1,Animals & fish (live),9.55,1043.96,3286.13,Maryland,Michigan
2012,VA,KY,1,Animals & fish (live),9.7,1680.19,2112.13,Virginia,Kentucky
2012,VA,DC,1,Animals & fish (live),9.98,1680.19,0.44,Virginia,
2012,PA,DC,1,Animals & fish (live),10.04,3704.98,0.44,Pennsylvania,
2012,OH,NY,1,Animals & fish (live),10.1,3762.89,2872.87,Ohio,New York
2012,NC,NE,1,Animals & fish (live),10.22,4602.34,7575.09,North Carolina,Nebraska
2012,TN,VA,1,Animals & fish (live),10.26,1356.58,1680.19,Tennessee,Virginia
2012,CO,NM,1,Animals & fish (live),10.65,2559.74,1416.47,Colorado,New Mexico
2012,WV,KS,1,Animals & fish (live),10.87,264.57,5402.17,West Virginia,Kansas
2012,CA,MA,1,Animals & fish (live),11.07,34377.93,1009.57,California,Massachusetts
2012,AZ,NV,1,Animals & fish (live),11.1,1903.86,294.82,Arizona,Nevada
2012,NJ,CT,1,Animals & fish (live),11.35,824.36,409.33,New Jersey,Connecticut
2012,GA,LA,1,Animals & fish (live),11.55,4205.78,2101.69,Georgia,Louisiana
2012,CA,IL,1,Animals & fish (live),11.74,34377.93,5911.13,California,Illinois
2012,AR,OK,1,Animals & fish (live),11.88,2573.44,3057.46,Arkansas,Oklahoma
2012,MA,NH,1,Animals & fish (live),11.97,1009.57,221.86,Massachusetts,New Hampshire
2012,GA,NE,1,Animals & fish (live),12.05,4205.78,7575.09,Georgia,Nebraska
2012,NH,CT,1,Animals & fish (live),12.1,221.86,409.33,New Hampshire,Connecticut
2012,MA,RI,1,Animals & fish (live),12.77,1009.57,102.54,Massachusetts,Rhode Island
2012,WV,KY,1,Animals & fish (live),13.46,264.57,2112.13,West Virginia,Kentucky
2012,OH,TN,1,Animals & fish (live),13.78,3762.89,1356.58,Ohio,Tennessee
2012,KY,VA,1,Animals & fish (live),13.93,2112.13,1680.19,Kentucky,Virginia
2012,AR,MO,1,Animals & fish (live),14.06,2573.44,3341.06,Arkansas,Missouri
2012,TX,KS,1,Animals & fish (live),14.69,8217.54,5402.17,Texas,Kansas
2012,WI,MN,1,Animals & fish (live),15.76,4945.86,8746.51,Wisconsin,Minnesota
2012,NY,MD,1,Animals & fish (live),16.06,2872.87,1043.96,New York,Maryland
2012,MI,OH,1,Animals & fish (live),16.21,3286.13,3762.89,Michigan,Ohio
2012,GA,OK,1,Animals & fish (live),16.23,4205.78,3057.46,Georgia,Oklahoma
2012,NC,IN,1,Animals & fish (live),16.7,4602.34,4087.65,North Carolina,Indiana
2012,KY,GA,1,Animals & fish (live),17.25,2112.13,4205.78,Kentucky,Georgia
2012,CA,TX,1,Animals & fish (live),17.39,34377.93,8217.54,California,Texas
2012,UT,ID,1,Animals & fish (live),17.77,718.31,3444.54,Utah,Idaho
2012,WV,TN,1,Animals & fish (live),17.89,264.57,1356.58,West Virginia,Tennessee
2012,NY,DE,1,Animals & fish (live),17.91,2872.87,417,New York,Delaware
2012,FL,KS,1,Animals & fish (live),18.1,6682.81,5402.17,Florida,Kansas
2012,IL,NE,1,Animals & fish (live),18.15,5911.13,7575.09,Illinois,Nebraska
2012,AR,LA,1,Animals & fish (live),18.24,2573.44,2101.69,Arkansas,Louisiana
2012,TN,TX,1,Animals & fish (live),18.44,1356.58,8217.54,Tennessee,Texas
2012,GA,TX,1,Animals & fish (live),18.58,4205.78,8217.54,Georgia,Texas
2012,MS,TX,1,Animals & fish (live),18.63,1902.13,8217.54,Mississippi,Texas
2012,NY,NH,1,Animals & fish (live),18.86,2872.87,221.86,New York,New Hampshire
2012,NY,RI,1,Animals & fish (live),18.86,2872.87,102.54,New York,Rhode Island
2012,NY,VT,1,Animals & fish (live),18.86,2872.87,445.75,New York,Vermont
2012,MT,IA,1,Animals & fish (live),19.09,1834.38,10520.48,Montana,Iowa
2012,NY,MA,1,Animals & fish (live),19.75,2872.87,1009.57,New York,Massachusetts
2012,NH,MA,1,Animals & fish (live),19.95,221.86,1009.57,New Hampshire,Massachusetts
2012,UT,AZ,1,Animals & fish (live),20.07,718.31,1903.86,Utah,Arizona
2012,MD,DC,1,Animals & fish (live),20.55,1043.96,0.44,Maryland,
2012,AZ,NM,1,Animals & fish (live),21.74,1903.86,1416.47,Arizona,New Mexico
2012,AZ,UT,1,Animals & fish (live),22.07,1903.86,718.31,Arizona,Utah
2012,FL,LA,1,Animals & fish (live),22.09,6682.81,2101.69,Florida,Louisiana
2012,UT,CA,1,Animals & fish (live),22.24,718.31,34377.93,Utah,California
2012,OK,AR,1,Animals & fish (live),22.39,3057.46,2573.44,Oklahoma,Arkansas
2012,PA,DE,1,Animals & fish (live),23.06,3704.98,417,Pennsylvania,Delaware
2012,TN,MS,1,Animals & fish (live),23.57,1356.58,1902.13,Tennessee,Mississippi
2012,WV,OH,1,Animals & fish (live),23.88,264.57,3762.89,West Virginia,Ohio
2012,NE,MO,1,Animals & fish (live),23.94,7575.09,3341.06,Nebraska,Missouri
2012,KY,AL,1,Animals & fish (live),24.35,2112.13,1802.17,Kentucky,Alabama
2012,MS,NE,1,Animals & fish (live),24.68,1902.13,7575.09,Mississippi,Nebraska
2012,AL,FL,1,Animals & fish (live),24.96,1802.17,6682.81,Alabama,Florida
2012,KS,MS,1,Animals & fish (live),25.49,5402.17,1902.13,Kansas,Mississippi
2012,CT,MA,1,Animals & fish (live),26,409.33,1009.57,Connecticut,Massachusetts
2012,KY,KS,1,Animals & fish (live),26.05,2112.13,5402.17,Kentucky,Kansas
2012,CA,OH,1,Animals & fish (live),26.37,34377.93,3762.89,California,Ohio
2012,WI,IA,1,Animals & fish (live),26.68,4945.86,10520.48,Wisconsin,Iowa
2012,MA,CT,1,Animals & fish (live),26.79,1009.57,409.33,Massachusetts,Connecticut
2012,IL,WI,1,Animals & fish (live),27.02,5911.13,4945.86,Illinois,Wisconsin
2012,MD,WV,1,Animals & fish (live),27.17,1043.96,264.57,Maryland,West Virginia
2012,NJ,PA,1,Animals & fish (live),27.37,824.36,3704.98,New Jersey,Pennsylvania
2012,ID,CO,1,Animals & fish (live),28.51,3444.54,2559.74,Idaho,Colorado
2012,CT,NJ,1,Animals & fish (live),28.67,409.33,824.36,Connecticut,New Jersey
2012,KY,IL,1,Animals & fish (live),28.79,2112.13,5911.13,Kentucky,Illinois
2012,AR,MS,1,Animals & fish (live),29.76,2573.44,1902.13,Arkansas,Mississippi
2012,AL,LA,1,Animals & fish (live),30.89,1802.17,2101.69,Alabama,Louisiana
2012,NV,CA,1,Animals & fish (live),31.12,294.82,34377.93,Nevada,California
2012,KY,NC,1,Animals & fish (live),31.27,2112.13,4602.34,Kentucky,North Carolina
2012,IL,MI,1,Animals & fish (live),31.74,5911.13,3286.13,Illinois,Michigan
2012,GA,SC,1,Animals & fish (live),31.86,4205.78,1188.08,Georgia,South Carolina
2012,OH,VA,1,Animals & fish (live),32.08,3762.89,1680.19,Ohio,Virginia
2012,NJ,DE,1,Animals & fish (live),32.18,824.36,417,New Jersey,Delaware
2012,TN,NC,1,Animals & fish (live),32.46,1356.58,4602.34,Tennessee,North Carolina
2012,WV,VA,1,Animals & fish (live),33.37,264.57,1680.19,West Virginia,Virginia
2012,CA,NY,1,Animals & fish (live),34.41,34377.93,2872.87,California,New York
2012,MS,TN,1,Animals & fish (live),35.84,1902.13,1356.58,Mississippi,Tennessee
2012,VA,WV,1,Animals & fish (live),36.15,1680.19,264.57,Virginia,West Virginia
2012,KY,IA,1,Animals & fish (live),37,2112.13,10520.48,Kentucky,Iowa
2012,NY,CT,1,Animals & fish (live),38.07,2872.87,409.33,New York,Connecticut
2012,MT,WY,1,Animals & fish (live),39.64,1834.38,562.37,Montana,Wyoming
2012,CO,KS,1,Animals & fish (live),40.09,2559.74,5402.17,Colorado,Kansas
2012,MD,NJ,1,Animals & fish (live),40.48,1043.96,824.36,Maryland,New Jersey
2012,TX,LA,1,Animals & fish (live),41.37,8217.54,2101.69,Texas,Louisiana
2012,KS,IA,1,Animals & fish (live),41.76,5402.17,10520.48,Kansas,Iowa
2012,IL,IA,1,Animals & fish (live),44.48,5911.13,10520.48,Illinois,Iowa
2012,IL,IN,1,Animals & fish (live),44.55,5911.13,4087.65,Illinois,Indiana
2012,PA,VA,1,Animals & fish (live),45.3,3704.98,1680.19,Pennsylvania,Virginia
2012,ID,MT,1,Animals & fish (live),45.42,3444.54,1834.38,Idaho,Montana
2012,AL,TN,1,Animals & fish (live),46.13,1802.17,1356.58,Alabama,Tennessee
2012,GA,TN,1,Animals & fish (live),48.69,4205.78,1356.58,Georgia,Tennessee
2012,PA,WV,1,Animals & fish (live),49.11,3704.98,264.57,Pennsylvania,West Virginia
2012,NY,NJ,1,Animals & fish (live),50.54,2872.87,824.36,New York,New Jersey
2012,MS,FL,1,Animals & fish (live),50.89,1902.13,6682.81,Mississippi,Florida
2012,NM,CO,1,Animals & fish (live),51.55,1416.47,2559.74,New Mexico,Colorado
2012,MO,OK,1,Animals & fish (live),52.74,3341.06,3057.46,Missouri,Oklahoma
2012,LA,AL,1,Animals & fish (live),53.45,2101.69,1802.17,Louisiana,Alabama
2012,IN,MI,1,Animals & fish (live),54.47,4087.65,3286.13,Indiana,Michigan
2012,NJ,NY,1,Animals & fish (live),57.74,824.36,2872.87,New Jersey,New York
2012,FL,AR,1,Animals & fish (live),58,6682.81,2573.44,Florida,Arkansas
2012,GA,NC,1,Animals & fish (live),61.13,4205.78,4602.34,Georgia,North Carolina
2012,TX,AR,1,Animals & fish (live),61.35,8217.54,2573.44,Texas,Arkansas
2012,GA,AL,1,Animals & fish (live),62.17,4205.78,1802.17,Georgia,Alabama
2012,ME,NH,1,Animals & fish (live),62.87,828.62,221.86,Maine,New Hampshire
2012,MS,OK,1,Animals & fish (live),63.54,1902.13,3057.46,Mississippi,Oklahoma
2012,NE,MN,1,Animals & fish (live),65.09,7575.09,8746.51,Nebraska,Minnesota
2012,MN,ND,1,Animals & fish (live),68.17,8746.51,4959.31,Minnesota,North Dakota
2012,DE,NJ,1,Animals & fish (live),73.12,417,824.36,Delaware,New Jersey
2012,FL,GA,1,Animals & fish (live),74.6,6682.81,4205.78,Florida,Georgia
2012,VA,PA,1,Animals & fish (live),76.4,1680.19,3704.98,Virginia,Pennsylvania
2012,PA,OH,1,Animals & fish (live),77.05,3704.98,3762.89,Pennsylvania,Ohio
2012,ID,WA,1,Animals & fish (live),79.3,3444.54,7291.21,Idaho,Washington
2012,ID,OR,1,Animals & fish (live),81,3444.54,3690.43,Idaho,Oregon
2012,CT,NY,1,Animals & fish (live),81.67,409.33,2872.87,Connecticut,New York
2012,CO,WY,1,Animals & fish (live),82.23,2559.74,562.37,Colorado,Wyoming
2012,MD,DE,1,Animals & fish (live),84.53,1043.96,417,Maryland,Delaware
2012,SC,TN,1,Animals & fish (live),86.25,1188.08,1356.58,South Carolina,Tennessee
2012,TN,NE,1,Animals & fish (live),93.42,1356.58,7575.09,Tennessee,Nebraska
2012,LA,TX,1,Animals & fish (live),93.95,2101.69,8217.54,Louisiana,Texas
2012,KS,MO,1,Animals & fish (live),94,5402.17,3341.06,Kansas,Missouri
