year,state_orig,state_dest,sctg2,sctg2_description,value,state_orig_gdp,state_dest_gdp,name_state_orig,name_state_dest
2012,WA,LA,7,Other prepared foodstuffs and preparations,2.24,7291.21,2101.69,Washington,Louisiana
2012,WY,KY,7,Other prepared foodstuffs and preparations,2.24,562.37,2112.13,Wyoming,Kentucky
2012,SC,CT,7,Other prepared foodstuffs and preparations,2.25,1188.08,409.33,South Carolina,Connecticut
2012,NH,CO,7,Other prepared foodstuffs and preparations,2.27,221.86,2559.74,New Hampshire,Colorado
2012,UT,VA,7,Other prepared foodstuffs and preparations,2.27,718.31,1680.19,Utah,Virginia
2012,KS,NH,7,Other prepared foodstuffs and preparations,2.28,5402.17,221.86,Kansas,New Hampshire
2012,CT,OR,7,Other prepared foodstuffs and preparations,2.29,409.33,3690.43,Connecticut,Oregon
2012,MT,OH,7,Other prepared foodstuffs and preparations,2.31,1834.38,3762.89,Montana,Ohio
2012,NH,AL,7,Other prepared foodstuffs and preparations,2.36,221.86,1802.17,New Hampshire,Alabama
2012,NH,NV,7,Other prepared foodstuffs and preparations,2.36,221.86,294.82,New Hampshire,Nevada
2012,OK,VA,7,Other prepared foodstuffs and preparations,2.37,3057.46,1680.19,Oklahoma,Virginia
2012,PA,ND,7,Other prepared foodstuffs and preparations,2.37,3704.98,4959.31,Pennsylvania,North Dakota
2012,AZ,ID,7,Other prepared foodstuffs and preparations,2.4,1903.86,3444.54,Arizona,Idaho
2012,IN,HI,7,Other prepared foodstuffs and preparations,2.4,4087.65,536.2,Indiana,Hawaii
2012,MA,WA,7,Other prepared foodstuffs and preparations,2.4,1009.57,7291.21,Massachusetts,Washington
2012,NC,DC,7,Other prepared foodstuffs and preparations,2.44,4602.34,0.44,North Carolina,
2012,RI,IL,7,Other prepared foodstuffs and preparations,2.47,102.54,5911.13,Rhode Island,Illinois
2012,NM,NC,7,Other prepared foodstuffs and preparations,2.55,1416.47,4602.34,New Mexico,North Carolina
2012,AZ,IA,7,Other prepared foodstuffs and preparations,2.57,1903.86,10520.48,Arizona,Iowa
2012,IA,MT,7,Other prepared foodstuffs and preparations,2.58,10520.48,1834.38,Iowa,Montana
2012,IN,CT,7,Other prepared foodstuffs and preparations,2.61,4087.65,409.33,Indiana,Connecticut
2012,OK,MA,7,Other prepared foodstuffs and preparations,2.67,3057.46,1009.57,Oklahoma,Massachusetts
2012,PA,NV,7,Other prepared foodstuffs and preparations,2.71,3704.98,294.82,Pennsylvania,Nevada
2012,NY,ND,7,Other prepared foodstuffs and preparations,2.72,2872.87,4959.31,New York,North Dakota
2012,CO,WV,7,Other prepared foodstuffs and preparations,2.73,2559.74,264.57,Colorado,West Virginia
2012,MD,CO,7,Other prepared foodstuffs and preparations,2.74,1043.96,2559.74,Maryland,Colorado
2012,RI,WI,7,Other prepared foodstuffs and preparations,2.8,102.54,4945.86,Rhode Island,Wisconsin
2012,OK,MS,7,Other prepared foodstuffs and preparations,2.81,3057.46,1902.13,Oklahoma,Mississippi
2012,AZ,NY,7,Other prepared foodstuffs and preparations,2.83,1903.86,2872.87,Arizona,New York
2012,PA,WY,7,Other prepared foodstuffs and preparations,2.84,3704.98,562.37,Pennsylvania,Wyoming
2012,AL,OR,7,Other prepared foodstuffs and preparations,2.85,1802.17,3690.43,Alabama,Oregon
2012,WY,IL,7,Other prepared foodstuffs and preparations,2.87,562.37,5911.13,Wyoming,Illinois
2012,SD,MI,7,Other prepared foodstuffs and preparations,2.88,4278.56,3286.13,South Dakota,Michigan
2012,MD,UT,7,Other prepared foodstuffs and preparations,2.89,1043.96,718.31,Maryland,Utah
2012,ME,MI,7,Other prepared foodstuffs and preparations,2.89,828.62,3286.13,Maine,Michigan
2012,NH,RI,7,Other prepared foodstuffs and preparations,2.89,221.86,102.54,New Hampshire,Rhode Island
2012,OH,RI,7,Other prepared foodstuffs and preparations,2.89,3762.89,102.54,Ohio,Rhode Island
2012,CA,AK,7,Other prepared foodstuffs and preparations,2.9,34377.93,497.46,California,Alaska
2012,MO,AK,7,Other prepared foodstuffs and preparations,2.9,3341.06,497.46,Missouri,Alaska
2012,MN,ME,7,Other prepared foodstuffs and preparations,2.93,8746.51,828.62,Minnesota,Maine
2012,ND,LA,7,Other prepared foodstuffs and preparations,2.94,4959.31,2101.69,North Dakota,Louisiana
2012,SD,NY,7,Other prepared foodstuffs and preparations,2.94,4278.56,2872.87,South Dakota,New York
2012,UT,MD,7,Other prepared foodstuffs and preparations,2.95,718.31,1043.96,Utah,Maryland
2012,FL,DC,7,Other prepared foodstuffs and preparations,2.96,6682.81,0.44,Florida,
2012,MD,RI,7,Other prepared foodstuffs and preparations,2.97,1043.96,102.54,Maryland,Rhode Island
2012,OK,NM,7,Other prepared foodstuffs and preparations,2.97,3057.46,1416.47,Oklahoma,New Mexico
2012,NC,OK,7,Other prepared foodstuffs and preparations,2.98,4602.34,3057.46,North Carolina,Oklahoma
2012,MD,WA,7,Other prepared foodstuffs and preparations,2.99,1043.96,7291.21,Maryland,Washington
2012,NM,NJ,7,Other prepared foodstuffs and preparations,2.99,1416.47,824.36,New Mexico,New Jersey
2012,OR,AL,7,Other prepared foodstuffs and preparations,2.99,3690.43,1802.17,Oregon,Alabama
2012,MD,OK,7,Other prepared foodstuffs and preparations,3,1043.96,3057.46,Maryland,Oklahoma
2012,ME,MO,7,Other prepared foodstuffs and preparations,3,828.62,3341.06,Maine,Missouri
2012,GA,AZ,7,Other prepared foodstuffs and preparations,3.01,4205.78,1903.86,Georgia,Arizona
2012,NV,MT,7,Other prepared foodstuffs and preparations,3.02,294.82,1834.38,Nevada,Montana
2012,PA,AR,7,Other prepared foodstuffs and preparations,3.02,3704.98,2573.44,Pennsylvania,Arkansas
2012,WV,SC,7,Other prepared foodstuffs and preparations,3.02,264.57,1188.08,West Virginia,South Carolina
2012,KS,ND,7,Other prepared foodstuffs and preparations,3.03,5402.17,4959.31,Kansas,North Dakota
2012,NV,AL,7,Other prepared foodstuffs and preparations,3.03,294.82,1802.17,Nevada,Alabama
2012,NJ,ND,7,Other prepared foodstuffs and preparations,3.04,824.36,4959.31,New Jersey,North Dakota
2012,CO,NH,7,Other prepared foodstuffs and preparations,3.05,2559.74,221.86,Colorado,New Hampshire
2012,IL,NH,7,Other prepared foodstuffs and preparations,3.07,5911.13,221.86,Illinois,New Hampshire
2012,SD,VA,7,Other prepared foodstuffs and preparations,3.08,4278.56,1680.19,South Dakota,Virginia
2012,WA,MA,7,Other prepared foodstuffs and preparations,3.13,7291.21,1009.57,Washington,Massachusetts
2012,PA,SD,7,Other prepared foodstuffs and preparations,3.14,3704.98,4278.56,Pennsylvania,South Dakota
2012,VT,AL,7,Other prepared foodstuffs and preparations,3.14,445.75,1802.17,Vermont,Alabama
2012,NH,MI,7,Other prepared foodstuffs and preparations,3.17,221.86,3286.13,New Hampshire,Michigan
2012,NV,OH,7,Other prepared foodstuffs and preparations,3.17,294.82,3762.89,Nevada,Ohio
2012,NY,DC,7,Other prepared foodstuffs and preparations,3.18,2872.87,0.44,New York,
2012,AL,WI,7,Other prepared foodstuffs and preparations,3.23,1802.17,4945.86,Alabama,Wisconsin
2012,UT,KS,7,Other prepared foodstuffs and preparations,3.25,718.31,5402.17,Utah,Kansas
2012,KY,NV,7,Other prepared foodstuffs and preparations,3.3,2112.13,294.82,Kentucky,Nevada
2012,MO,WY,7,Other prepared foodstuffs and preparations,3.32,3341.06,562.37,Missouri,Wyoming
2012,ID,AR,7,Other prepared foodstuffs and preparations,3.33,3444.54,2573.44,Idaho,Arkansas
2012,NM,NV,7,Other prepared foodstuffs and preparations,3.34,1416.47,294.82,New Mexico,Nevada
2012,SC,LA,7,Other prepared foodstuffs and preparations,3.35,1188.08,2101.69,South Carolina,Louisiana
2012,WV,NY,7,Other prepared foodstuffs and preparations,3.36,264.57,2872.87,West Virginia,New York
2012,KS,MA,7,Other prepared foodstuffs and preparations,3.38,5402.17,1009.57,Kansas,Massachusetts
2012,OK,SC,7,Other prepared foodstuffs and preparations,3.42,3057.46,1188.08,Oklahoma,South Carolina
2012,NV,NC,7,Other prepared foodstuffs and preparations,3.45,294.82,4602.34,Nevada,North Carolina
2012,NH,VA,7,Other prepared foodstuffs and preparations,3.49,221.86,1680.19,New Hampshire,Virginia
2012,OH,ID,7,Other prepared foodstuffs and preparations,3.5,3762.89,3444.54,Ohio,Idaho
2012,WV,TN,7,Other prepared foodstuffs and preparations,3.57,264.57,1356.58,West Virginia,Tennessee
2012,OK,MI,7,Other prepared foodstuffs and preparations,3.62,3057.46,3286.13,Oklahoma,Michigan
2012,KS,WA,7,Other prepared foodstuffs and preparations,3.63,5402.17,7291.21,Kansas,Washington
2012,ND,MT,7,Other prepared foodstuffs and preparations,3.63,4959.31,1834.38,North Dakota,Montana
2012,CA,VT,7,Other prepared foodstuffs and preparations,3.69,34377.93,445.75,California,Vermont
2012,ME,IN,7,Other prepared foodstuffs and preparations,3.71,828.62,4087.65,Maine,Indiana
2012,MT,NJ,7,Other prepared foodstuffs and preparations,3.72,1834.38,824.36,Montana,New Jersey
2012,VA,OR,7,Other prepared foodstuffs and preparations,3.72,1680.19,3690.43,Virginia,Oregon
2012,CT,VT,7,Other prepared foodstuffs and preparations,3.73,409.33,445.75,Connecticut,Vermont
2012,VT,MS,7,Other prepared foodstuffs and preparations,3.74,445.75,1902.13,Vermont,Mississippi
2012,IN,ND,7,Other prepared foodstuffs and preparations,3.76,4087.65,4959.31,Indiana,North Dakota
2012,NV,FL,7,Other prepared foodstuffs and preparations,3.78,294.82,6682.81,Nevada,Florida
2012,OR,VT,7,Other prepared foodstuffs and preparations,3.81,3690.43,445.75,Oregon,Vermont
2012,CA,WV,7,Other prepared foodstuffs and preparations,3.83,34377.93,264.57,California,West Virginia
2012,KS,DE,7,Other prepared foodstuffs and preparations,3.85,5402.17,417,Kansas,Delaware
2012,WY,IN,7,Other prepared foodstuffs and preparations,3.85,562.37,4087.65,Wyoming,Indiana
2012,NE,RI,7,Other prepared foodstuffs and preparations,3.86,7575.09,102.54,Nebraska,Rhode Island
2012,SD,NV,7,Other prepared foodstuffs and preparations,3.89,4278.56,294.82,South Dakota,Nevada
2012,WI,NM,7,Other prepared foodstuffs and preparations,3.89,4945.86,1416.47,Wisconsin,New Mexico
2012,WA,NJ,7,Other prepared foodstuffs and preparations,3.9,7291.21,824.36,Washington,New Jersey
2012,WY,MS,7,Other prepared foodstuffs and preparations,3.91,562.37,1902.13,Wyoming,Mississippi
2012,DE,NY,7,Other prepared foodstuffs and preparations,3.94,417,2872.87,Delaware,New York
2012,LA,OR,7,Other prepared foodstuffs and preparations,3.94,2101.69,3690.43,Louisiana,Oregon
2012,WY,TN,7,Other prepared foodstuffs and preparations,3.94,562.37,1356.58,Wyoming,Tennessee
2012,OK,AZ,7,Other prepared foodstuffs and preparations,3.95,3057.46,1903.86,Oklahoma,Arizona
2012,VT,AZ,7,Other prepared foodstuffs and preparations,3.95,445.75,1903.86,Vermont,Arizona
2012,GA,CO,7,Other prepared foodstuffs and preparations,3.98,4205.78,2559.74,Georgia,Colorado
2012,MI,CO,7,Other prepared foodstuffs and preparations,3.99,3286.13,2559.74,Michigan,Colorado
2012,NC,UT,7,Other prepared foodstuffs and preparations,3.99,4602.34,718.31,North Carolina,Utah
2012,KY,WY,7,Other prepared foodstuffs and preparations,4.01,2112.13,562.37,Kentucky,Wyoming
2012,AL,UT,7,Other prepared foodstuffs and preparations,4.02,1802.17,718.31,Alabama,Utah
2012,KS,ID,7,Other prepared foodstuffs and preparations,4.02,5402.17,3444.54,Kansas,Idaho
2012,SD,GA,7,Other prepared foodstuffs and preparations,4.02,4278.56,4205.78,South Dakota,Georgia
2012,ND,CO,7,Other prepared foodstuffs and preparations,4.06,4959.31,2559.74,North Dakota,Colorado
2012,MO,NH,7,Other prepared foodstuffs and preparations,4.07,3341.06,221.86,Missouri,New Hampshire
2012,OH,LA,7,Other prepared foodstuffs and preparations,4.07,3762.89,2101.69,Ohio,Louisiana
2012,AZ,TN,7,Other prepared foodstuffs and preparations,4.09,1903.86,1356.58,Arizona,Tennessee
2012,GA,KS,7,Other prepared foodstuffs and preparations,4.09,4205.78,5402.17,Georgia,Kansas
2012,SD,WY,7,Other prepared foodstuffs and preparations,4.15,4278.56,562.37,South Dakota,Wyoming
2012,WI,WV,7,Other prepared foodstuffs and preparations,4.15,4945.86,264.57,Wisconsin,West Virginia
2012,WY,MN,7,Other prepared foodstuffs and preparations,4.16,562.37,8746.51,Wyoming,Minnesota
2012,AZ,SC,7,Other prepared foodstuffs and preparations,4.21,1903.86,1188.08,Arizona,South Carolina
2012,WV,AL,7,Other prepared foodstuffs and preparations,4.22,264.57,1802.17,West Virginia,Alabama
2012,WV,OK,7,Other prepared foodstuffs and preparations,4.27,264.57,3057.46,West Virginia,Oklahoma
2012,HI,ME,7,Other prepared foodstuffs and preparations,4.28,536.2,828.62,Hawaii,Maine
2012,NH,SC,7,Other prepared foodstuffs and preparations,4.29,221.86,1188.08,New Hampshire,South Carolina
2012,ME,VA,7,Other prepared foodstuffs and preparations,4.33,828.62,1680.19,Maine,Virginia
2012,UT,AL,7,Other prepared foodstuffs and preparations,4.34,718.31,1802.17,Utah,Alabama
2012,KY,NM,7,Other prepared foodstuffs and preparations,4.41,2112.13,1416.47,Kentucky,New Mexico
2012,LA,NE,7,Other prepared foodstuffs and preparations,4.42,2101.69,7575.09,Louisiana,Nebraska
2012,NH,IA,7,Other prepared foodstuffs and preparations,4.43,221.86,10520.48,New Hampshire,Iowa
2012,NC,WA,7,Other prepared foodstuffs and preparations,4.48,4602.34,7291.21,North Carolina,Washington
2012,VA,CO,7,Other prepared foodstuffs and preparations,4.5,1680.19,2559.74,Virginia,Colorado
2012,ND,FL,7,Other prepared foodstuffs and preparations,4.54,4959.31,6682.81,North Dakota,Florida
2012,WY,OR,7,Other prepared foodstuffs and preparations,4.56,562.37,3690.43,Wyoming,Oregon
2012,OR,MN,7,Other prepared foodstuffs and preparations,4.6,3690.43,8746.51,Oregon,Minnesota
2012,GA,OR,7,Other prepared foodstuffs and preparations,4.61,4205.78,3690.43,Georgia,Oregon
2012,OR,MI,7,Other prepared foodstuffs and preparations,4.71,3690.43,3286.13,Oregon,Michigan
2012,WY,ND,7,Other prepared foodstuffs and preparations,4.72,562.37,4959.31,Wyoming,North Dakota
2012,CT,GA,7,Other prepared foodstuffs and preparations,4.76,409.33,4205.78,Connecticut,Georgia
2012,ID,MA,7,Other prepared foodstuffs and preparations,4.78,3444.54,1009.57,Idaho,Massachusetts
2012,PA,MT,7,Other prepared foodstuffs and preparations,4.86,3704.98,1834.38,Pennsylvania,Montana
2012,ND,OR,7,Other prepared foodstuffs and preparations,4.87,4959.31,3690.43,North Dakota,Oregon
2012,AL,NH,7,Other prepared foodstuffs and preparations,4.88,1802.17,221.86,Alabama,New Hampshire
2012,NM,NE,7,Other prepared foodstuffs and preparations,4.9,1416.47,7575.09,New Mexico,Nebraska
2012,AZ,MI,7,Other prepared foodstuffs and preparations,4.96,1903.86,3286.13,Arizona,Michigan
2012,MA,UT,7,Other prepared foodstuffs and preparations,4.96,1009.57,718.31,Massachusetts,Utah
2012,DE,AR,7,Other prepared foodstuffs and preparations,5,417,2573.44,Delaware,Arkansas
2012,KS,SD,7,Other prepared foodstuffs and preparations,5,5402.17,4278.56,Kansas,South Dakota
2012,NJ,NM,7,Other prepared foodstuffs and preparations,5.02,824.36,1416.47,New Jersey,New Mexico
2012,GA,RI,7,Other prepared foodstuffs and preparations,5.06,4205.78,102.54,Georgia,Rhode Island
2012,MD,AR,7,Other prepared foodstuffs and preparations,5.06,1043.96,2573.44,Maryland,Arkansas
2012,DE,AL,7,Other prepared foodstuffs and preparations,5.12,417,1802.17,Delaware,Alabama
2012,NV,MA,7,Other prepared foodstuffs and preparations,5.14,294.82,1009.57,Nevada,Massachusetts
2012,OK,IL,7,Other prepared foodstuffs and preparations,5.15,3057.46,5911.13,Oklahoma,Illinois
2012,CA,SD,7,Other prepared foodstuffs and preparations,5.17,34377.93,4278.56,California,South Dakota
2012,FL,VT,7,Other prepared foodstuffs and preparations,5.19,6682.81,445.75,Florida,Vermont
2012,DE,NH,7,Other prepared foodstuffs and preparations,5.21,417,221.86,Delaware,New Hampshire
2012,MA,CO,7,Other prepared foodstuffs and preparations,5.23,1009.57,2559.74,Massachusetts,Colorado
2012,NY,SD,7,Other prepared foodstuffs and preparations,5.24,2872.87,4278.56,New York,South Dakota
2012,KS,UT,7,Other prepared foodstuffs and preparations,5.25,5402.17,718.31,Kansas,Utah
2012,CO,MA,7,Other prepared foodstuffs and preparations,5.3,2559.74,1009.57,Colorado,Massachusetts
2012,AL,IA,7,Other prepared foodstuffs and preparations,5.31,1802.17,10520.48,Alabama,Iowa
2012,NJ,LA,7,Other prepared foodstuffs and preparations,5.32,824.36,2101.69,New Jersey,Louisiana
2012,OK,LA,7,Other prepared foodstuffs and preparations,5.34,3057.46,2101.69,Oklahoma,Louisiana
2012,SC,MI,7,Other prepared foodstuffs and preparations,5.36,1188.08,3286.13,South Carolina,Michigan
2012,CT,MN,7,Other prepared foodstuffs and preparations,5.37,409.33,8746.51,Connecticut,Minnesota
2012,VT,LA,7,Other prepared foodstuffs and preparations,5.37,445.75,2101.69,Vermont,Louisiana
2012,WA,VT,7,Other prepared foodstuffs and preparations,5.4,7291.21,445.75,Washington,Vermont
2012,CT,ME,7,Other prepared foodstuffs and preparations,5.41,409.33,828.62,Connecticut,Maine
2012,DE,AZ,7,Other prepared foodstuffs and preparations,5.45,417,1903.86,Delaware,Arizona
2012,LA,KS,7,Other prepared foodstuffs and preparations,5.47,2101.69,5402.17,Louisiana,Kansas
2012,CT,IL,7,Other prepared foodstuffs and preparations,5.51,409.33,5911.13,Connecticut,Illinois
2012,MO,MD,7,Other prepared foodstuffs and preparations,5.54,3341.06,1043.96,Missouri,Maryland
2012,WV,MI,7,Other prepared foodstuffs and preparations,5.56,264.57,3286.13,West Virginia,Michigan
2012,MO,ME,7,Other prepared foodstuffs and preparations,5.61,3341.06,828.62,Missouri,Maine
2012,ND,ME,7,Other prepared foodstuffs and preparations,5.71,4959.31,828.62,North Dakota,Maine
2012,MI,WV,7,Other prepared foodstuffs and preparations,5.72,3286.13,264.57,Michigan,West Virginia
2012,CO,LA,7,Other prepared foodstuffs and preparations,5.8,2559.74,2101.69,Colorado,Louisiana
2012,CT,MI,7,Other prepared foodstuffs and preparations,5.8,409.33,3286.13,Connecticut,Michigan
2012,VT,AR,7,Other prepared foodstuffs and preparations,5.84,445.75,2573.44,Vermont,Arkansas
2012,GA,CT,7,Other prepared foodstuffs and preparations,5.88,4205.78,409.33,Georgia,Connecticut
2012,MA,KS,7,Other prepared foodstuffs and preparations,5.91,1009.57,5402.17,Massachusetts,Kansas
2012,WI,DC,7,Other prepared foodstuffs and preparations,5.91,4945.86,0.44,Wisconsin,
2012,FL,NH,7,Other prepared foodstuffs and preparations,5.94,6682.81,221.86,Florida,New Hampshire
2012,WY,IA,7,Other prepared foodstuffs and preparations,5.97,562.37,10520.48,Wyoming,Iowa
2012,CT,NC,7,Other prepared foodstuffs and preparations,6.01,409.33,4602.34,Connecticut,North Carolina
2012,CA,NH,7,Other prepared foodstuffs and preparations,6.02,34377.93,221.86,California,New Hampshire
2012,NH,MN,7,Other prepared foodstuffs and preparations,6.02,221.86,8746.51,New Hampshire,Minnesota
2012,FL,NM,7,Other prepared foodstuffs and preparations,6.04,6682.81,1416.47,Florida,New Mexico
2012,GA,MN,7,Other prepared foodstuffs and preparations,6.04,4205.78,8746.51,Georgia,Minnesota
2012,KS,MD,7,Other prepared foodstuffs and preparations,6.05,5402.17,1043.96,Kansas,Maryland
2012,MA,ND,7,Other prepared foodstuffs and preparations,6.06,1009.57,4959.31,Massachusetts,North Dakota
2012,VT,IA,7,Other prepared foodstuffs and preparations,6.06,445.75,10520.48,Vermont,Iowa
2012,NC,MS,7,Other prepared foodstuffs and preparations,6.08,4602.34,1902.13,North Carolina,Mississippi
2012,PA,NE,7,Other prepared foodstuffs and preparations,6.1,3704.98,7575.09,Pennsylvania,Nebraska
2012,KY,DE,7,Other prepared foodstuffs and preparations,6.11,2112.13,417,Kentucky,Delaware
2012,AR,ID,7,Other prepared foodstuffs and preparations,6.14,2573.44,3444.54,Arkansas,Idaho
2012,KS,VT,7,Other prepared foodstuffs and preparations,6.16,5402.17,445.75,Kansas,Vermont
2012,LA,WY,7,Other prepared foodstuffs and preparations,6.24,2101.69,562.37,Louisiana,Wyoming
2012,NM,LA,7,Other prepared foodstuffs and preparations,6.24,1416.47,2101.69,New Mexico,Louisiana
2012,ME,CA,7,Other prepared foodstuffs and preparations,6.26,828.62,34377.93,Maine,California
2012,CT,NH,7,Other prepared foodstuffs and preparations,6.27,409.33,221.86,Connecticut,New Hampshire
2012,NM,UT,7,Other prepared foodstuffs and preparations,6.27,1416.47,718.31,New Mexico,Utah
2012,ME,WA,7,Other prepared foodstuffs and preparations,6.3,828.62,7291.21,Maine,Washington
2012,MI,MS,7,Other prepared foodstuffs and preparations,6.32,3286.13,1902.13,Michigan,Mississippi
2012,NH,AZ,7,Other prepared foodstuffs and preparations,6.33,221.86,1903.86,New Hampshire,Arizona
2012,TN,VT,7,Other prepared foodstuffs and preparations,6.33,1356.58,445.75,Tennessee,Vermont
2012,HI,SC,7,Other prepared foodstuffs and preparations,6.36,536.2,1188.08,Hawaii,South Carolina
2012,TX,SD,7,Other prepared foodstuffs and preparations,6.37,8217.54,4278.56,Texas,South Dakota
2012,VA,AR,7,Other prepared foodstuffs and preparations,6.44,1680.19,2573.44,Virginia,Arkansas
2012,VT,SC,7,Other prepared foodstuffs and preparations,6.58,445.75,1188.08,Vermont,South Carolina
2012,MD,NE,7,Other prepared foodstuffs and preparations,6.69,1043.96,7575.09,Maryland,Nebraska
2012,UT,MI,7,Other prepared foodstuffs and preparations,6.69,718.31,3286.13,Utah,Michigan
2012,OK,GA,7,Other prepared foodstuffs and preparations,6.78,3057.46,4205.78,Oklahoma,Georgia
2012,MA,AZ,7,Other prepared foodstuffs and preparations,6.79,1009.57,1903.86,Massachusetts,Arizona
2012,MD,IA,7,Other prepared foodstuffs and preparations,6.82,1043.96,10520.48,Maryland,Iowa
2012,MT,ND,7,Other prepared foodstuffs and preparations,6.82,1834.38,4959.31,Montana,North Dakota
2012,DE,MO,7,Other prepared foodstuffs and preparations,6.84,417,3341.06,Delaware,Missouri
2012,IL,MT,7,Other prepared foodstuffs and preparations,6.88,5911.13,1834.38,Illinois,Montana
2012,VA,VT,7,Other prepared foodstuffs and preparations,6.88,1680.19,445.75,Virginia,Vermont
2012,AL,CT,7,Other prepared foodstuffs and preparations,6.89,1802.17,409.33,Alabama,Connecticut
2012,WV,TX,7,Other prepared foodstuffs and preparations,6.92,264.57,8217.54,West Virginia,Texas
2012,VT,RI,7,Other prepared foodstuffs and preparations,6.95,445.75,102.54,Vermont,Rhode Island
2012,KY,OR,7,Other prepared foodstuffs and preparations,6.96,2112.13,3690.43,Kentucky,Oregon
2012,ME,ID,7,Other prepared foodstuffs and preparations,6.96,828.62,3444.54,Maine,Idaho
2012,MO,MA,7,Other prepared foodstuffs and preparations,7.03,3341.06,1009.57,Missouri,Massachusetts
2012,SC,OR,7,Other prepared foodstuffs and preparations,7.03,1188.08,3690.43,South Carolina,Oregon
2012,SC,WI,7,Other prepared foodstuffs and preparations,7.05,1188.08,4945.86,South Carolina,Wisconsin
2012,MD,LA,7,Other prepared foodstuffs and preparations,7.08,1043.96,2101.69,Maryland,Louisiana
2012,HI,NY,7,Other prepared foodstuffs and preparations,7.15,536.2,2872.87,Hawaii,New York
2012,AZ,LA,7,Other prepared foodstuffs and preparations,7.2,1903.86,2101.69,Arizona,Louisiana
2012,NM,OK,7,Other prepared foodstuffs and preparations,7.25,1416.47,3057.46,New Mexico,Oklahoma
2012,NJ,WY,7,Other prepared foodstuffs and preparations,7.26,824.36,562.37,New Jersey,Wyoming
2012,WV,FL,7,Other prepared foodstuffs and preparations,7.28,264.57,6682.81,West Virginia,Florida
2012,NJ,NV,7,Other prepared foodstuffs and preparations,7.29,824.36,294.82,New Jersey,Nevada
2012,OK,NY,7,Other prepared foodstuffs and preparations,7.34,3057.46,2872.87,Oklahoma,New York
2012,OR,VA,7,Other prepared foodstuffs and preparations,7.4,3690.43,1680.19,Oregon,Virginia
2012,IN,NE,7,Other prepared foodstuffs and preparations,7.43,4087.65,7575.09,Indiana,Nebraska
2012,UT,AR,7,Other prepared foodstuffs and preparations,7.43,718.31,2573.44,Utah,Arkansas
2012,CT,IA,7,Other prepared foodstuffs and preparations,7.5,409.33,10520.48,Connecticut,Iowa
2012,DE,GA,7,Other prepared foodstuffs and preparations,7.57,417,4205.78,Delaware,Georgia
2012,ID,VA,7,Other prepared foodstuffs and preparations,7.57,3444.54,1680.19,Idaho,Virginia
2012,LA,WI,7,Other prepared foodstuffs and preparations,7.66,2101.69,4945.86,Louisiana,Wisconsin
2012,NE,MD,7,Other prepared foodstuffs and preparations,7.68,7575.09,1043.96,Nebraska,Maryland
2012,NH,MD,7,Other prepared foodstuffs and preparations,7.73,221.86,1043.96,New Hampshire,Maryland
2012,MI,CT,7,Other prepared foodstuffs and preparations,7.8,3286.13,409.33,Michigan,Connecticut
2012,ME,RI,7,Other prepared foodstuffs and preparations,7.81,828.62,102.54,Maine,Rhode Island
2012,MT,NE,7,Other prepared foodstuffs and preparations,7.9,1834.38,7575.09,Montana,Nebraska
2012,CO,SC,7,Other prepared foodstuffs and preparations,7.91,2559.74,1188.08,Colorado,South Carolina
2012,NC,AZ,7,Other prepared foodstuffs and preparations,7.94,4602.34,1903.86,North Carolina,Arizona
2012,VT,KS,7,Other prepared foodstuffs and preparations,7.98,445.75,5402.17,Vermont,Kansas
2012,DE,MI,7,Other prepared foodstuffs and preparations,8,417,3286.13,Delaware,Michigan
2012,SC,IL,7,Other prepared foodstuffs and preparations,8,1188.08,5911.13,South Carolina,Illinois
2012,AL,WA,7,Other prepared foodstuffs and preparations,8.13,1802.17,7291.21,Alabama,Washington
2012,IN,NV,7,Other prepared foodstuffs and preparations,8.15,4087.65,294.82,Indiana,Nevada
2012,LA,MA,7,Other prepared foodstuffs and preparations,8.17,2101.69,1009.57,Louisiana,Massachusetts
2012,MN,NH,7,Other prepared foodstuffs and preparations,8.19,8746.51,221.86,Minnesota,New Hampshire
2012,UT,AK,7,Other prepared foodstuffs and preparations,8.21,718.31,497.46,Utah,Alaska
2012,WA,KY,7,Other prepared foodstuffs and preparations,8.24,7291.21,2112.13,Washington,Kentucky
2012,MN,NV,7,Other prepared foodstuffs and preparations,8.34,8746.51,294.82,Minnesota,Nevada
2012,NM,IA,7,Other prepared foodstuffs and preparations,8.36,1416.47,10520.48,New Mexico,Iowa
2012,KY,LA,7,Other prepared foodstuffs and preparations,8.37,2112.13,2101.69,Kentucky,Louisiana
2012,SC,MO,7,Other prepared foodstuffs and preparations,8.4,1188.08,3341.06,South Carolina,Missouri
2012,AZ,WI,7,Other prepared foodstuffs and preparations,8.42,1903.86,4945.86,Arizona,Wisconsin
2012,MI,NH,7,Other prepared foodstuffs and preparations,8.47,3286.13,221.86,Michigan,New Hampshire
2012,VT,DE,7,Other prepared foodstuffs and preparations,8.52,445.75,417,Vermont,Delaware
2012,AL,RI,7,Other prepared foodstuffs and preparations,8.54,1802.17,102.54,Alabama,Rhode Island
2012,MI,DE,7,Other prepared foodstuffs and preparations,8.58,3286.13,417,Michigan,Delaware
2012,CO,DC,7,Other prepared foodstuffs and preparations,8.74,2559.74,0.44,Colorado,
2012,CT,KY,7,Other prepared foodstuffs and preparations,8.88,409.33,2112.13,Connecticut,Kentucky
